,player,result
3875,2,win via score
3876,3,win via score
3877,3,win via score
3878,3,win via score
3879,3,win via score
3880,1,win via score
3881,2,win via elim
3882,1,win via score
3883,1,win via score
3884,3,win via score
3885,1,win via score
3886,0,win via score
3887,1,win via score
3888,3,win via score
3889,2,win via score
3890,0,win via score
3891,3,win via score
3892,1,win via score
3893,3,win via score
3894,1,win via score
3895,1,win via score
3896,1,win via score
3897,1,win via score
3898,3,win via score
3899,0,win via score
3900,0,win via elim
3901,3,win via score
3902,1,win via score
3903,2,win via score
3904,2,win via score
3905,2,win via elim
3906,2,win via score
3907,3,win via score
3908,3,win via score
3909,3,win via score
3910,1,win via score
3911,3,win via score
3912,3,win via score
3913,2,win via score
3914,2,win via score
3915,3,win via score
3916,2,win via score
3917,2,win via score
3918,2,win via score
3919,0,win via score
3920,0,win via score
3921,2,win via score
3922,0,win via score
3923,3,win via score
3924,1,win via score
3925,3,win via score
3926,0,win via score
3927,2,win via score
3928,2,win via score
3929,3,win via score
3930,0,win via elim
3931,2,win via score
3932,3,win via score
3933,3,win via score
3934,3,win via score
3935,2,win via score
3936,3,win via score
3937,3,win via elim
3938,1,win via score
3939,0,win via score
3940,3,win via score
3941,2,win via score
3942,3,win via score
3943,0,win via score
3944,3,win via score
3945,1,win via score
3946,0,win via score
3947,3,win via score
3948,1,win via score
3949,2,win via score
3950,1,win via score
3951,3,win via score
3952,2,win via score
3953,2,win via score
3954,2,win via score
3955,0,win via score
3956,0,win via score
3957,2,win via score
3958,3,win via score
3959,1,win via score
3960,3,win via score
3961,3,win via score
3962,2,win via score
3963,2,win via score
3964,3,win via elim
3965,0,win via score
3966,3,win via score
3967,0,win via score
3968,1,win via score
3969,0,win via score
3970,0,win via score
3971,3,win via score
3972,0,win via score
3973,1,win via score
3974,1,win via score
3975,2,win via elim
3976,0,win via score
3977,1,win via score
3978,0,win via score
3979,1,win via score
3980,3,win via score
3981,3,win via score
3982,3,win via score
3983,0,win via score
3984,0,win via score
3985,0,win via score
3986,2,win via score
3987,1,win via score
3988,1,win via score
3989,3,win via score
3990,3,win via score
3991,3,win via score
3992,2,win via score
3993,3,win via score
3994,1,win via score
3995,2,win via score
3996,0,win via score
3997,1,win via elim
3998,3,win via score
3999,2,win via score
4000,1,win via score
4001,1,win via score
4002,2,win via score
4003,2,win via score
4004,1,win via elim
4005,3,win via score
4006,1,win via score
4007,1,win via score
4008,3,win via score
4009,3,win via elim
4010,2,win via score
4011,3,win via score
4012,1,win via score
4013,0,win via score
4014,2,win via score
4015,3,win via score
4016,3,win via score
4017,0,win via score
4018,1,win via score
4019,3,win via score
4020,0,win via score
4021,0,win via score
4022,3,win via score
4023,1,win via score
4024,2,win via score
4025,1,win via score
4026,1,win via score
4027,1,win via score
4028,3,win via score
4029,3,win via score
4030,3,win via score
4031,3,win via score
4032,0,win via score
4033,1,win via score
4034,0,win via score
4035,3,win via score
4036,1,win via score
4037,2,win via score
4038,2,win via score
4039,2,win via score
4040,3,win via score
4041,2,win via score
4042,0,win via elim
4043,0,win via score
4044,1,win via score
4045,0,win via score
4046,3,win via score
4047,0,win via score
4048,1,win via score
4049,3,win via score
4050,1,win via score
4051,3,win via score
4052,1,win via score
4053,2,win via score
4054,3,win via score
4055,1,win via score
4056,3,win via score
4057,1,win via score
4058,3,win via score
4059,1,win via score
4060,3,win via score
4061,1,win via score
4062,1,win via score
4063,3,win via score
4064,0,win via score
4065,0,win via score
4066,1,win via elim
4067,2,win via score
4068,3,win via score
4069,3,win via score
4070,3,win via score
4071,3,win via score
4072,2,win via score
4073,2,win via score
4074,3,win via score
4075,1,win via score
4076,1,win via score
4077,3,win via score
4078,0,win via score
4079,0,win via score
4080,1,win via score
4081,1,win via elim
4082,1,win via score
4083,1,win via score
4084,2,win via score
4085,3,win via score
4086,3,win via score
4087,2,win via score
4088,0,win via score
4089,1,win via score
4090,1,win via score
4091,2,win via score
4092,2,win via score
4093,2,win via score
4094,0,win via score
4095,2,win via score
4096,2,win via score
4097,2,win via score
4098,1,win via score
4099,2,win via score
4100,1,win via score
4101,2,win via score
4102,3,win via score
4103,0,win via score
4104,3,win via score
4105,2,win via score
4106,1,win via score
4107,3,win via score
4108,0,win via score
4109,3,win via score
4110,1,win via score
4111,0,win via score
4112,0,win via score
4113,1,win via score
4114,2,win via score
4115,2,win via score
4116,1,win via score
4117,2,win via score
4118,2,win via score
4119,2,win via score
4120,3,win via elim
4121,1,win via score
4122,0,win via score
4123,2,win via score
4124,1,win via score
4125,2,win via score
4126,0,win via score
4127,3,win via score
4128,0,win via score
4129,1,win via score
4130,1,win via score
4131,0,win via score
4132,2,win via score
4133,0,win via score
4134,1,win via score
4135,0,win via score
4136,2,win via score
4137,2,win via score
4138,0,win via score
4139,2,win via score
4140,1,win via score
4141,3,win via score
4142,0,win via score
4143,2,win via score
4144,2,win via score
4145,0,win via score
4146,3,win via score
4147,3,win via score
4148,3,win via score
4149,3,win via score
4150,1,win via score
4151,0,win via score
4152,3,win via score
4153,0,win via score
4154,1,win via score
4155,3,win via score
4156,0,win via score
4157,0,win via score
4158,3,win via score
4159,2,win via score
4160,2,win via score
4161,0,win via score
4162,2,win via score
4163,3,win via score
4164,2,win via score
4165,1,win via score
4166,0,win via score
4167,0,win via score
4168,0,win via score
4169,0,win via score
4170,2,win via score
4171,3,win via score
4172,3,win via score
4173,2,win via score
4174,2,win via score
4175,1,win via score
4176,1,win via score
4177,1,win via score
4178,2,win via score
4179,2,win via elim
4180,2,win via elim
4181,1,win via score
4182,2,win via score
4183,3,win via score
4184,0,win via score
4185,2,win via score
4186,2,win via score
4187,1,win via score
4188,0,win via score
4189,2,win via score
4190,0,win via score
4191,1,win via score
4192,2,win via score
4193,0,win via score
4194,3,win via score
4195,3,win via score
4196,2,win via score
4197,1,win via score
4198,2,win via score
4199,0,win via score
4200,3,win via score
4201,3,win via score
4202,0,win via score
4203,1,win via score
4204,3,win via score
4205,0,win via score
4206,0,win via score
4207,0,win via score
4208,1,win via score
4209,3,win via score
4210,0,win via score
4211,2,win via score
4212,1,win via score
4213,2,win via score
4214,1,win via score
4215,0,win via score
4216,2,win via elim
4217,3,win via score
4218,2,win via score
4219,1,win via score
4220,1,win via score
4221,2,win via score
4222,3,win via score
4223,1,win via elim
4224,3,win via score
4225,1,win via score
4226,3,win via score
4227,0,win via score
4228,0,win via score
4229,1,win via score
4230,2,win via score
4231,0,win via score
4232,0,win via score
4233,3,win via score
4234,3,win via score
4235,2,win via score
4236,2,win via score
4237,0,win via score
4238,1,win via score
4239,0,win via elim
4240,3,win via score
4241,2,win via score
4242,1,win via elim
4243,1,win via score
4244,2,win via score
4245,2,win via score
4246,0,win via score
4247,3,win via score
4248,2,win via score
4249,1,win via score
4250,3,win via score
4251,1,win via score
4252,1,win via score
4253,0,win via score
4254,2,win via score
4255,3,win via score
4256,2,win via score
4257,0,win via score
4258,0,win via score
4259,1,win via score
4260,0,win via score
4261,3,win via score
4262,1,win via score
4263,1,win via score
4264,2,win via score
4265,3,win via elim
4266,0,win via score
4267,1,win via score
4268,2,win via score
4269,1,win via score
4270,1,win via score
4271,0,win via score
4272,2,win via score
4273,1,win via score
4274,1,win via score
4275,1,win via score
4276,3,win via score
4277,3,win via score
4278,0,win via score
4279,2,win via score
4280,0,win via score
4281,1,win via score
4282,0,win via score
4283,3,win via score
4284,2,win via score
4285,0,win via score
4286,1,win via score
4287,0,win via score
4288,3,win via score
4289,0,win via score
4290,2,win via score
4291,0,win via score
4292,3,win via score
4293,2,win via score
4294,0,win via score
4295,3,win via score
4296,2,win via score
4297,2,win via score
4298,2,win via score
4299,3,win via score
4300,3,win via score
4301,0,win via score
4302,2,win via score
4303,1,win via score
4304,1,win via score
4305,1,win via score
4306,0,win via score
4307,0,win via score
4308,3,win via score
4309,0,win via score
4310,2,win via score
4311,2,win via score
4312,0,win via score
4313,3,win via score
4314,1,win via elim
4315,1,win via elim
4316,3,win via score
4317,2,win via score
4318,3,win via score
4319,0,win via score
4320,3,win via score
4321,0,win via score
4322,2,win via score
4323,0,win via score
4324,2,win via score
4325,3,win via score
4326,2,win via score
4327,2,win via score
4328,2,win via score
4329,3,win via score
4330,2,win via score
4331,3,win via score
4332,0,win via score
4333,3,win via score
4334,2,win via score
4335,1,win via score
4336,1,win via score
4337,0,win via score
4338,3,win via score
4339,3,win via score
4340,3,win via elim
4341,1,win via score
4342,1,win via score
4343,3,win via score
4344,2,win via score
4345,0,win via score
4346,3,win via score
4347,3,win via score
4348,1,win via score
4349,2,win via score
4350,1,win via score
4351,1,win via score
4352,0,win via score
4353,2,win via score
4354,1,win via score
4355,0,win via score
4356,0,win via score
4357,3,win via score
4358,0,win via score
4359,0,win via score
4360,2,win via score
4361,0,win via score
4362,2,win via score
4363,1,win via score
4364,2,win via score
4365,0,win via score
4366,1,win via score
4367,0,win via score
4368,1,win via score
4369,1,win via score
4370,1,win via score
4371,2,win via score
4372,2,win via score
4373,0,win via score
4374,2,win via score
4375,2,win via score
4376,0,win via score
4377,2,win via score
4378,2,win via score
4379,3,win via score
4380,0,win via score
4381,2,win via score
4382,2,win via score
4383,1,win via score
4384,1,win via score
4385,1,win via elim
4386,0,win via elim
4387,3,win via score
4388,1,win via score
4389,3,win via score
4390,3,win via score
4391,3,win via score
4392,0,win via score
4393,0,win via score
4394,2,win via score
4395,2,win via score
4396,3,win via score
4397,1,win via score
4398,3,win via score
4399,2,win via score
4400,1,win via score
4401,3,win via score
4402,3,win via score
4403,1,win via score
4404,0,win via score
4405,0,win via score
4406,3,win via score
4407,3,win via score
4408,2,win via score
4409,0,win via score
4410,3,win via score
4411,2,win via score
4412,3,win via score
4413,0,win via score
4414,2,win via score
4415,1,win via score
4416,1,win via score
4417,1,win via score
4418,2,win via score
4419,1,win via score
4420,2,win via score
4421,2,win via score
4422,3,win via score
4423,3,win via score
4424,0,win via score
4425,0,win via score
4426,1,win via score
4427,3,win via score
4428,0,win via score
4429,1,win via score
4430,2,win via score
4431,3,win via score
4432,0,win via score
4433,1,win via score
4434,0,win via score
4435,0,win via score
4436,2,win via score
4437,3,win via elim
4438,0,win via score
4439,2,win via score
4440,3,win via score
4441,3,win via score
4442,3,win via score
4443,2,win via score
4444,3,win via score
4445,3,win via score
4446,1,win via score
4447,0,win via score
4448,0,win via score
4449,3,win via score
4450,3,win via score
4451,2,win via score
4452,3,win via score
4453,2,win via score
4454,2,win via score
4455,3,win via score
4456,0,win via score
4457,3,win via score
4458,2,win via score
4459,3,win via score
4460,0,win via elim
4461,3,win via score
4462,1,win via score
4463,2,win via score
4464,3,win via score
4465,2,win via score
4466,3,win via score
4467,0,win via score
4468,2,win via score
4469,2,win via score
4470,0,win via score
4471,1,win via score
4472,0,win via score
4473,1,win via score
4474,0,win via score
4475,2,win via score
